timestamp,zone,hour,day_of_week,is_weekend,temp_c,zone_population,zone_ev_users,zone_chargers,zone_grid_capacity,ev_demand_kw
2025-11-09T00:00:00,Hebbal,8,5,1,22.89,142000,2400,8,5800,1836
2025-11-09T01:00:00,Hebbal,9,5,1,22.89,142000,2400,8,5800,1987
2025-11-09T02:00:00,Hebbal,10,5,1,22.89,142000,2400,8,5800,1150
2025-11-09T03:00:00,Hebbal,11,5,1,22.89,142000,2400,8,5800,1148
2025-11-09T04:00:00,Hebbal,12,5,1,22.89,142000,2400,8,5800,1125
2025-11-09T05:00:00,Hebbal,13,5,1,22.89,142000,2400,8,5800,990
2025-11-09T06:00:00,Hebbal,14,5,1,22.89,142000,2400,8,5800,1220
2025-11-09T07:00:00,Hebbal,15,5,1,22.89,142000,2400,8,5800,1050
2025-11-09T08:00:00,Hebbal,16,5,1,22.89,142000,2400,8,5800,1070
2025-11-09T09:00:00,Hebbal,17,5,1,22.89,142000,2400,8,5800,1344
2025-11-09T10:00:00,Hebbal,18,5,1,22.89,142000,2400,8,5800,2495
2025-11-09T11:00:00,Hebbal,19,5,1,22.89,142000,2400,8,5800,2315
2025-11-09T12:00:00,Hebbal,20,5,1,22.89,142000,2400,8,5800,2231
2025-11-09T13:00:00,Hebbal,21,5,1,22.89,142000,2400,8,5800,2398
2025-11-09T14:00:00,Hebbal,22,5,1,22.89,142000,2400,8,5800,1266
2025-11-09T15:00:00,Hebbal,23,5,1,22.89,142000,2400,8,5800,970
2025-11-08T16:00:00,Sarjapur,0,5,1,22.89,165000,2900,9,6500,1161
2025-11-08T17:00:00,Sarjapur,1,5,1,22.89,165000,2900,9,6500,1062
2025-11-08T18:00:00,Sarjapur,2,5,1,22.89,165000,2900,9,6500,1071
2025-11-08T19:00:00,Sarjapur,3,5,1,22.89,165000,2900,9,6500,1150
2025-11-08T20:00:00,Sarjapur,4,5,1,22.89,165000,2900,9,6500,1133
2025-11-08T21:00:00,Sarjapur,5,5,1,22.89,165000,2900,9,6500,1078
2025-11-08T22:00:00,Sarjapur,6,5,1,22.89,165000,2900,9,6500,1493
2025-11-08T23:00:00,Sarjapur,7,5,1,22.89,165000,2900,9,6500,1814
2025-11-09T00:00:00,Sarjapur,8,5,1,22.89,165000,2900,9,6500,2989
2025-11-09T01:00:00,Sarjapur,9,5,1,22.89,165000,2900,9,6500,2694
2025-11-09T02:00:00,Sarjapur,10,5,1,22.89,165000,2900,9,6500,1806
2025-11-09T03:00:00,Sarjapur,11,5,1,22.89,165000,2900,9,6500,1530
2025-11-09T04:00:00,Sarjapur,12,5,1,22.89,165000,2900,9,6500,1653
2025-11-09T05:00:00,Sarjapur,13,5,1,22.89,165000,2900,9,6500,1618
2025-11-09T06:00:00,Sarjapur,14,5,1,22.89,165000,2900,9,6500,1689
2025-11-09T07:00:00,Sarjapur,15,5,1,22.89,165000,2900,9,6500,1550
2025-11-09T08:00:00,Sarjapur,16,5,1,22.89,165000,2900,9,6500,1580
2025-11-09T09:00:00,Sarjapur,17,5,1,22.89,165000,2900,9,6500,1832
2025-11-09T10:00:00,Sarjapur,18,5,1,22.89,165000,2900,9,6500,3276
2025-11-09T11:00:00,Sarjapur,19,5,1,22.89,165000,2900,9,6500,3194
2025-11-09T12:00:00,Sarjapur,20,5,1,22.89,165000,2900,9,6500,3418
2025-11-09T13:00:00,Sarjapur,21,5,1,22.89,165000,2900,9,6500,3509
2025-11-09T14:00:00,Sarjapur,22,5,1,22.89,165000,2900,9,6500,1801
2025-11-09T15:00:00,Sarjapur,23,5,1,22.89,165000,2900,9,6500,1427
2025-11-08T16:00:00,Indiranagar,0,5,1,22.89,98000,2100,10,4800,477
2025-11-08T17:00:00,Indiranagar,1,5,1,22.89,98000,2100,10,4800,525
2025-11-08T18:00:00,Indiranagar,2,5,1,22.89,98000,2100,10,4800,471
2025-11-08T19:00:00,Indiranagar,3,5,1,22.89,98000,2100,10,4800,544
2025-11-08T20:00:00,Indiranagar,4,5,1,22.89,98000,2100,10,4800,488
2025-11-08T21:00:00,Indiranagar,5,5,1,22.89,98000,2100,10,4800,533
2025-11-08T22:00:00,Indiranagar,6,5,1,22.89,98000,2100,10,4800,717
2025-11-08T23:00:00,Indiranagar,7,5,1,22.89,98000,2100,10,4800,778
2025-11-09T00:00:00,Indiranagar,8,5,1,22.89,98000,2100,10,4800,1420
2025-11-09T01:00:00,Indiranagar,9,5,1,22.89,98000,2100,10,4800,1307
2025-11-09T02:00:00,Indiranagar,10,5,1,22.89,98000,2100,10,4800,817
2025-11-09T03:00:00,Indiranagar,11,5,1,22.89,98000,2100,10,4800,810
2025-11-09T04:00:00,Indiranagar,12,5,1,22.89,98000,2100,10,4800,802
2025-11-09T05:00:00,Indiranagar,13,5,1,22.89,98000,2100,10,4800,674
2025-11-09T06:00:00,Indiranagar,14,5,1,22.89,98000,2100,10,4800,790
2025-11-09T07:00:00,Indiranagar,15,5,1,22.89,98000,2100,10,4800,734
2025-11-09T08:00:00,Indiranagar,16,5,1,22.89,98000,2100,10,4800,732
2025-11-09T09:00:00,Indiranagar,17,5,1,22.89,98000,2100,10,4800,818
2025-11-09T10:00:00,Indiranagar,18,5,1,22.89,98000,2100,10,4800,1495
2025-11-09T11:00:00,Indiranagar,19,5,1,22.89,98000,2100,10,4800,1537
2025-11-09T12:00:00,Indiranagar,20,5,1,22.89,98000,2100,10,4800,1610
2025-11-09T13:00:00,Indiranagar,21,5,1,22.89,98000,2100,10,4800,1633
2025-11-09T14:00:00,Indiranagar,22,5,1,22.89,98000,2100,10,4800,855
2025-11-09T15:00:00,Indiranagar,23,5,1,22.89,98000,2100,10,4800,677
2025-11-08T16:00:00,Yelahanka,0,5,1,22.89,210000,1800,6,7200,741
2025-11-08T17:00:00,Yelahanka,1,5,1,22.89,210000,1800,6,7200,773
2025-11-08T18:00:00,Yelahanka,2,5,1,22.89,210000,1800,6,7200,699
2025-11-08T19:00:00,Yelahanka,3,5,1,22.89,210000,1800,6,7200,711
2025-11-08T20:00:00,Yelahanka,4,5,1,22.89,210000,1800,6,7200,724
2025-11-08T21:00:00,Yelahanka,5,5,1,22.89,210000,1800,6,7200,754
2025-11-08T22:00:00,Yelahanka,6,5,1,22.89,210000,1800,6,7200,953
2025-11-08T23:00:00,Yelahanka,7,5,1,22.89,210000,1800,6,7200,1219
2025-11-09T00:00:00,Yelahanka,8,5,1,22.89,210000,1800,6,7200,2114
2025-11-09T01:00:00,Yelahanka,9,5,1,22.89,210000,1800,6,7200,1924
2025-11-09T02:00:00,Yelahanka,10,5,1,22.89,210000,1800,6,7200,1296
2025-11-09T03:00:00,Yelahanka,11,5,1,22.89,210000,1800,6,7200,1047
2025-11-09T04:00:00,Yelahanka,12,5,1,22.89,210000,1800,6,7200,1075
2025-11-09T05:00:00,Yelahanka,13,5,1,22.89,210000,1800,6,7200,1046
2025-11-09T06:00:00,Yelahanka,14,5,1,22.89,210000,1800,6,7200,1097
2025-11-09T07:00:00,Yelahanka,15,5,1,22.89,210000,1800,6,7200,1105
2025-11-09T08:00:00,Yelahanka,16,5,1,22.89,210000,1800,6,7200,993
2025-11-09T09:00:00,Yelahanka,17,5,1,22.89,210000,1800,6,7200,1398
2025-11-09T10:00:00,Yelahanka,18,5,1,22.89,210000,1800,6,7200,2340
2025-11-09T11:00:00,Yelahanka,19,5,1,22.89,210000,1800,6,7200,2277
2025-11-09T12:00:00,Yelahanka,20,5,1,22.89,210000,1800,6,7200,2200
2025-11-09T13:00:00,Yelahanka,21,5,1,22.89,210000,1800,6,7200,2339
2025-11-09T14:00:00,Yelahanka,22,5,1,22.89,210000,1800,6,7200,1148
2025-11-09T15:00:00,Yelahanka,23,5,1,22.89,210000,1800,6,7200,971
2025-11-08T16:00:00,HSR Layout,0,5,1,22.89,188000,3350,11,6900,1341
2025-11-08T17:00:00,HSR Layout,1,5,1,22.89,188000,3350,11,6900,1225
2025-11-08T18:00:00,HSR Layout,2,5,1,22.89,188000,3350,11,6900,1410
2025-11-08T19:00:00,HSR Layout,3,5,1,22.89,188000,3350,11,6900,1280
2025-11-08T20:00:00,HSR Layout,4,5,1,22.89,188000,3350,11,6900,1348
2025-11-08T21:00:00,HSR Layout,5,5,1,22.89,188000,3350,11,6900,1339
2025-11-08T22:00:00,HSR Layout,6,5,1,22.89,188000,3350,11,6900,1819
2025-11-08T23:00:00,HSR Layout,7,5,1,22.89,188000,3350,11,6900,2286
2025-11-09T00:00:00,HSR Layout,8,5,1,22.89,188000,3350,11,6900,3406
2025-11-09T01:00:00,HSR Layout,9,5,1,22.89,188000,3350,11,6900,3246
2025-11-09T02:00:00,HSR Layout,10,5,1,22.89,188000,3350,11,6900,2099
2025-11-09T03:00:00,HSR Layout,11,5,1,22.89,188000,3350,11,6900,1884
2025-11-09T04:00:00,HSR Layout,12,5,1,22.89,188000,3350,11,6900,1983
2025-11-09T05:00:00,HSR Layout,13,5,1,22.89,188000,3350,11,6900,1826
2025-11-09T06:00:00,HSR Layout,14,5,1,22.89,188000,3350,11,6900,1814
2025-11-09T07:00:00,HSR Layout,15,5,1,22.89,188000,3350,11,6900,1971
2025-11-09T08:00:00,HSR Layout,16,5,1,22.89,188000,3350,11,6900,1863
2025-11-09T09:00:00,HSR Layout,17,5,1,22.89,188000,3350,11,6900,2305
2025-11-09T10:00:00,HSR Layout,18,5,1,22.89,188000,3350,11,6900,3916
2025-11-09T11:00:00,HSR Layout,19,5,1,22.89,188000,3350,11,6900,3779
2025-11-09T12:00:00,HSR Layout,20,5,1,22.89,188000,3350,11,6900,3738
2025-11-09T13:00:00,HSR Layout,21,5,1,22.89,188000,3350,11,6900,4144
2025-11-09T14:00:00,HSR Layout,22,5,1,22.89,188000,3350,11,6900,2187
2025-11-09T15:00:00,HSR Layout,23,5,1,22.89,188000,3350,11,6900,1497
2025-11-08T16:00:00,Marathahalli,0,5,1,22.89,236000,3620,13,7600,1635
2025-11-08T17:00:00,Marathahalli,1,5,1,22.89,236000,3620,13,7600,1563
2025-11-08T18:00:00,Marathahalli,2,5,1,22.89,236000,3620,13,7600,1577
2025-11-08T19:00:00,Marathahalli,3,5,1,22.89,236000,3620,13,7600,1581
2025-11-08T20:00:00,Marathahalli,4,5,1,22.89,236000,3620,13,7600,1613
2025-11-08T21:00:00,Marathahalli,5,5,1,22.89,236000,3620,13,7600,1565
2025-11-08T22:00:00,Marathahalli,6,5,1,22.89,236000,3620,13,7600,2247
2025-11-08T23:00:00,Marathahalli,7,5,1,22.89,236000,3620,13,7600,2543
2025-11-09T00:00:00,Marathahalli,8,5,1,22.89,236000,3620,13,7600,3775
2025-11-09T01:00:00,Marathahalli,9,5,1,22.89,236000,3620,13,7600,3771
2025-11-09T02:00:00,Marathahalli,10,5,1,22.89,236000,3620,13,7600,2627
2025-11-09T03:00:00,Marathahalli,11,5,1,22.89,236000,3620,13,7600,2384
2025-11-09T04:00:00,Marathahalli,12,5,1,22.89,236000,3620,13,7600,2250
2025-11-09T05:00:00,Marathahalli,13,5,1,22.89,236000,3620,13,7600,2366
2025-11-09T06:00:00,Marathahalli,14,5,1,22.89,236000,3620,13,7600,2259
2025-11-09T07:00:00,Marathahalli,15,5,1,22.89,236000,3620,13,7600,2239
2025-11-09T08:00:00,Marathahalli,16,5,1,22.89,236000,3620,13,7600,2340
2025-11-09T09:00:00,Marathahalli,17,5,1,22.89,236000,3620,13,7600,2729
2025-11-09T10:00:00,Marathahalli,18,5,1,22.89,236000,3620,13,7600,4479
2025-11-09T11:00:00,Marathahalli,19,5,1,22.89,236000,3620,13,7600,5325
2025-11-09T12:00:00,Marathahalli,20,5,1,22.89,236000,3620,13,7600,4750
2025-11-09T13:00:00,Marathahalli,21,5,1,22.89,236000,3620,13,7600,5105
2025-11-09T14:00:00,Marathahalli,22,5,1,22.89,236000,3620,13,7600,2600
2025-11-09T15:00:00,Marathahalli,23,5,1,22.89,236000,3620,13,7600,2045
2025-11-08T16:00:00,Jayanagar,0,5,1,22.89,154000,2550,9,5600,796
2025-11-08T17:00:00,Jayanagar,1,5,1,22.89,154000,2550,9,5600,921
2025-11-08T18:00:00,Jayanagar,2,5,1,22.89,154000,2550,9,5600,761
2025-11-08T19:00:00,Jayanagar,3,5,1,22.89,154000,2550,9,5600,779
2025-11-08T20:00:00,Jayanagar,4,5,1,22.89,154000,2550,9,5600,762
2025-11-08T21:00:00,Jayanagar,5,5,1,22.89,154000,2550,9,5600,866
2025-11-08T22:00:00,Jayanagar,6,5,1,22.89,154000,2550,9,5600,1056
2025-11-08T23:00:00,Jayanagar,7,5,1,22.89,154000,2550,9,5600,1278
2025-11-09T00:00:00,Jayanagar,8,5,1,22.89,154000,2550,9,5600,2079
2025-11-09T01:00:00,Jayanagar,9,5,1,22.89,154000,2550,9,5600,1925
2025-11-09T02:00:00,Jayanagar,10,5,1,22.89,154000,2550,9,5600,1244
2025-11-09T03:00:00,Jayanagar,11,5,1,22.89,154000,2550,9,5600,1043
2025-11-09T04:00:00,Jayanagar,12,5,1,22.89,154000,2550,9,5600,1224
2025-11-09T05:00:00,Jayanagar,13,5,1,22.89,154000,2550,9,5600,1101
2025-11-09T06:00:00,Jayanagar,14,5,1,22.89,154000,2550,9,5600,1088
2025-11-09T07:00:00,Jayanagar,15,5,1,22.89,154000,2550,9,5600,1074
2025-11-09T08:00:00,Jayanagar,16,5,1,22.89,154000,2550,9,5600,1021
2025-11-09T09:00:00,Jayanagar,17,5,1,22.89,154000,2550,9,5600,1312
2025-11-09T10:00:00,Jayanagar,18,5,1,22.89,154000,2550,9,5600,2563
2025-11-09T11:00:00,Jayanagar,19,5,1,22.89,154000,2550,9,5600,2462
2025-11-09T12:00:00,Jayanagar,20,5,1,22.89,154000,2550,9,5600,2404
2025-11-09T13:00:00,Jayanagar,21,5,1,22.89,154000,2550,9,5600,2619
2025-11-09T14:00:00,Jayanagar,22,5,1,22.89,154000,2550,9,5600,1417
2025-11-09T15:00:00,Jayanagar,23,5,1,22.89,154000,2550,9,5600,1090
2025-11-08T16:00:00,Rajajinagar,0,5,1,22.89,172000,2480,8,6100,926
2025-11-08T17:00:00,Rajajinagar,1,5,1,22.89,172000,2480,8,6100,933
2025-11-08T18:00:00,Rajajinagar,2,5,1,22.89,172000,2480,8,6100,894
2025-11-08T19:00:00,Rajajinagar,3,5,1,22.89,172000,2480,8,6100,806
2025-11-08T20:00:00,Rajajinagar,4,5,1,22.89,172000,2480,8,6100,791
2025-11-08T21:00:00,Rajajinagar,5,5,1,22.89,172000,2480,8,6100,885
2025-11-08T22:00:00,Rajajinagar,6,5,1,22.89,172000,2480,8,6100,1046
2025-11-08T23:00:00,Rajajinagar,7,5,1,22.89,172000,2480,8,6100,1497
2025-11-09T00:00:00,Rajajinagar,8,5,1,22.89,172000,2480,8,6100,2259
2025-11-09T01:00:00,Rajajinagar,9,5,1,22.89,172000,2480,8,6100,2326
2025-11-09T02:00:00,Rajajinagar,10,5,1,22.89,172000,2480,8,6100,1364
2025-11-09T03:00:00,Rajajinagar,11,5,1,22.89,172000,2480,8,6100,1345
2025-11-09T04:00:00,Rajajinagar,12,5,1,22.89,172000,2480,8,6100,1186
2025-11-09T05:00:00,Rajajinagar,13,5,1,22.89,172000,2480,8,6100,1286
2025-11-09T06:00:00,Rajajinagar,14,5,1,22.89,172000,2480,8,6100,1181
2025-11-09T07:00:00,Rajajinagar,15,5,1,22.89,172000,2480,8,6100,1261
2025-11-09T08:00:00,Rajajinagar,16,5,1,22.89,172000,2480,8,6100,1163
2025-11-09T09:00:00,Rajajinagar,17,5,1,22.89,172000,2480,8,6100,1366
2025-11-09T10:00:00,Rajajinagar,18,5,1,22.89,172000,2480,8,6100,2639
2025-11-09T11:00:00,Rajajinagar,19,5,1,22.89,172000,2480,8,6100,2835
2025-11-09T12:00:00,Rajajinagar,20,5,1,22.89,172000,2480,8,6100,2761
2025-11-09T13:00:00,Rajajinagar,21,5,1,22.89,172000,2480,8,6100,2611
2025-11-09T14:00:00,Rajajinagar,22,5,1,22.89,172000,2480,8,6100,1567
2025-11-09T15:00:00,Rajajinagar,23,5,1,22.89,172000,2480,8,6100,1213
2025-11-08T16:00:00,Banashankari,0,5,1,22.89,198000,2760,9,6400,1013
2025-11-08T17:00:00,Banashankari,1,5,1,22.89,198000,2760,9,6400,1182
2025-11-08T18:00:00,Banashankari,2,5,1,22.89,198000,2760,9,6400,1135
2025-11-08T19:00:00,Banashankari,3,5,1,22.89,198000,2760,9,6400,1057
2025-11-08T20:00:00,Banashankari,4,5,1,22.89,198000,2760,9,6400,992
2025-11-08T21:00:00,Banashankari,5,5,1,22.89,198000,2760,9,6400,1011
2025-11-08T22:00:00,Banashankari,6,5,1,22.89,198000,2760,9,6400,1258
2025-11-08T23:00:00,Banashankari,7,5,1,22.89,198000,2760,9,6400,1594
2025-11-09T00:00:00,Banashankari,8,5,1,22.89,198000,2760,9,6400,2580
2025-11-09T01:00:00,Banashankari,9,5,1,22.89,198000,2760,9,6400,2663
2025-11-09T02:00:00,Banashankari,10,5,1,22.89,198000,2760,9,6400,1689
2025-11-09T03:00:00,Banashankari,11,5,1,22.89,198000,2760,9,6400,1450
2025-11-09T04:00:00,Banashankari,12,5,1,22.89,198000,2760,9,6400,1531
2025-11-09T05:00:00,Banashankari,13,5,1,22.89,198000,2760,9,6400,1489
2025-11-09T06:00:00,Banashankari,14,5,1,22.89,198000,2760,9,6400,1471
2025-11-09T07:00:00,Banashankari,15,5,1,22.89,198000,2760,9,6400,1350
2025-11-09T08:00:00,Banashankari,16,5,1,22.89,198000,2760,9,6400,1396
2025-11-09T09:00:00,Banashankari,17,5,1,22.89,198000,2760,9,6400,1710
2025-11-09T10:00:00,Banashankari,18,5,1,22.89,198000,2760,9,6400,2941
2025-11-09T11:00:00,Banashankari,19,5,1,22.89,198000,2760,9,6400,3193
2025-11-09T12:00:00,Banashankari,20,5,1,22.89,198000,2760,9,6400,3434
2025-11-09T13:00:00,Banashankari,21,5,1,22.89,198000,2760,9,6400,2979
2025-11-09T14:00:00,Banashankari,22,5,1,22.89,198000,2760,9,6400,1562
2025-11-09T15:00:00,Banashankari,23,5,1,22.89,198000,2760,9,6400,1321
2025-11-08T16:00:00,Bellandur,0,5,1,22.89,214000,3480,12,7050,1548
2025-11-08T17:00:00,Bellandur,1,5,1,22.89,214000,3480,12,7050,1427
2025-11-08T18:00:00,Bellandur,2,5,1,22.89,214000,3480,12,7050,1478
2025-11-08T19:00:00,Bellandur,3,5,1,22.89,214000,3480,12,7050,1388
2025-11-08T20:00:00,Bellandur,4,5,1,22.89,214000,3480,12,7050,1416
2025-11-08T21:00:00,Bellandur,5,5,1,22.89,214000,3480,12,7050,1426
2025-11-08T22:00:00,Bellandur,6,5,1,22.89,214000,3480,12,7050,1856
2025-11-08T23:00:00,Bellandur,7,5,1,22.89,214000,3480,12,7050,2174
2025-11-09T00:00:00,Bellandur,8,5,1,22.89,214000,3480,12,7050,3651
2025-11-09T01:00:00,Bellandur,9,5,1,22.89,214000,3480,12,7050,3827
2025-11-09T02:00:00,Bellandur,10,5,1,22.89,214000,3480,12,7050,2406
2025-11-09T03:00:00,Bellandur,11,5,1,22.89,214000,3480,12,7050,2163
2025-11-09T04:00:00,Bellandur,12,5,1,22.89,214000,3480,12,7050,1957
2025-11-09T05:00:00,Bellandur,13,5,1,22.89,214000,3480,12,7050,2285
2025-11-09T06:00:00,Bellandur,14,5,1,22.89,214000,3480,12,7050,2274
2025-11-09T07:00:00,Bellandur,15,5,1,22.89,214000,3480,12,7050,2003
2025-11-09T08:00:00,Bellandur,16,5,1,22.89,214000,3480,12,7050,2068
2025-11-09T09:00:00,Bellandur,17,5,1,22.89,214000,3480,12,7050,2309
2025-11-09T10:00:00,Bellandur,18,5,1,22.89,214000,3480,12,7050,4137
2025-11-09T11:00:00,Bellandur,19,5,1,22.89,214000,3480,12,7050,4225
2025-11-09T12:00:00,Bellandur,20,5,1,22.89,214000,3480,12,7050,4345
2025-11-09T13:00:00,Bellandur,21,5,1,22.89,214000,3480,12,7050,4505
2025-11-09T14:00:00,Bellandur,22,5,1,22.89,214000,3480,12,7050,2255
2025-11-09T15:00:00,Bellandur,23,5,1,22.89,214000,3480,12,7050,1877
2025-11-08T16:00:00,Malleshwaram,0,5,1,22.89,146000,2290,9,5750,825
2025-11-08T17:00:00,Malleshwaram,1,5,1,22.89,146000,2290,9,5750,771
2025-11-08T18:00:00,Malleshwaram,2,5,1,22.89,146000,2290,9,5750,761
2025-11-08T19:00:00,Malleshwaram,3,5,1,22.89,146000,2290,9,5750,774
2025-11-08T20:00:00,Malleshwaram,4,5,1,22.89,146000,2290,9,5750,717
2025-11-08T21:00:00,Malleshwaram,5,5,1,22.89,146000,2290,9,5750,760
